_id	volumeNumber	year
33614	9	2014
33615	7	2012
33616	4	2009
33617	9	2014
33618	2	2007
33619	6	2011
33620	6	2011
33621	3	2008
33622	8	2013
33623	10	2015
33624	10	2015
33625	5	2010
33626	7	2012
33627	3	2008
33628	6	2011
33629	6	2011
33630	6	2011
33631	6	2011
33632	2	2007
33633	9	2014
33634	6	2011
33635	6	2011
33636	9	2014
33637	8	2013
33638	3	2008
33639	1	2006
33640	9	2014
33641	8	2013
33642	6	2011
33643	8	2013
33644	10	2015
33645	9	2014
33646	8	2013
33647	8	2013
33648	7	2012
33649	9	2014
33650	10	2015
33651	4	2009
33652	7	2012
33653	7	2012
33654	5	2010
33655	3	2008
33656	9	2014
33657	10	2015
33658	1	2006
33659	4	2009
33660	3	2008
33661	1	2006
33662	7	2012
33663	7	2012
33664	9	2014
33665	8	2013
33666	6	2011
33667	6	2011
33668	6	2011
33669	3	2008
33670	2	2007
33671	9	2014
33672	8	2013
33673	7	2012
33674	4	2009
33675	6	2011
33676	7	2012
33677	7	2012
33678	10	2015
33679	6	2011
33680	7	2012
33681	8	2013
33682	7	2012
33683	10	2015
33684	6	2011
33685	5	2010
33686	8	2013
33687	5	2010
33688	6	2011
33689	7	2012
33690	6	2011
33691	8	2013
33692	2	2007
33693	8	2013
33694	7	2012
33695	4	2009
33696	6	2011
33697	3	2008
33698	9	2014
33699	2	2007
33700	2	2007
33701	8	2013
33702	1	2006
33703	7	2012
33704	3	2008
33705	7	2012
33706	10	2015
33707	10	2015
33708	8	2013
33709	3	2008
33710	8	2013
33711	9	2014
33712	9	2014
33713	6	2011
33714	5	2010
33715	8	2013
33716	2	2007
33717	8	2013
33718	9	2014
33719	5	2010
33720	8	2013
33721	7	2012
33722	9	2014
33723	8	2013
33724	10	2015
33725	8	2013
33726	8	2013
33727	8	2013
33728	3	2008
33729	10	2015
33730	8	2013
33731	5	2010
33732	8	2013
33733	4	2009
33734	7	2012
33735	10	2015
33736	6	2011
33737	4	2009
33738	10	2015
33739	10	2015
33740	9	2014
33741	8	2013
33742	4	2009
33743	1	2006
33744	3	2008
33745	7	2012
33746	7	2012
33747	10	2015
33748	10	2015
33749	4	2009
33750	8	2013
33751	7	2012
33752	9	2014
33753	5	2010
33754	5	2010
33755	7	2012
33756	7	2012
33757	9	2014
33758	9	2014
33759	3	2008
33760	6	2011
33761	5	2010
33762	9	2014
33763	9	2014
33764	5	2010
33765	3	2008
33766	10	2015
33767	9	2014
33768	5	2010
33769	9	2014
33770	9	2014
33771	7	2012
33772	4	2009
33773	7	2012
33774	3	2008
33775	9	2014
33776	3	2008
33777	8	2013
33778	7	2012
33779	8	2013
33780	2	2007
33781	1	2006
33782	6	2011
33783	9	2014
33784	8	2013
33785	1	2013
33786	2	2014
33787	1	2013
33788	1	2013
33789	1	2013
33790	1	2013
33791	2	2014
33792	1	2013
33793	1	2013
33794	1	2013
33795	2	2014
33796	2	2014
33797	2	2014
33798	1	2013
33799	2	2014
33800	2	2014
33801	2	2014
33802	1	2013
33803	1	2013
33804	1	2013
33805	2	2014
33806	2	2014
33807	2	2014
33808	2	2014
33809	2	2014
33810	1	2013
33811	2	2014
33812	1	2013
33813	1	2013
33814	2	2014
33815	1	2013
33816	2	2014
33817	1	2013
33818	1	2013
33819	1	2013
33820	1	2013
33821	1	2013
33822	2	2014
33823	1	2009
33824	2	2010
33825	1	2009
33826	2	2010
33827	5	2013
33828	3	2011
33829	6	2014
33830	4	2012
33831	6	2014
33832	6	2014
33833	3	2011
33834	6	2014
33835	4	2012
33836	1	2009
33837	5	2013
33838	2	2010
33839	3	2011
33840	4	2012
33841	1	2009
33842	5	2013
33843	4	2012
33844	5	2013
33845	4	2012
33846	3	2011
33847	5	2013
33848	5	2013
33849	2	2010
33850	1	2009
33851	1	2009
33852	6	2014
33853	4	2012
33854	3	2011
33855	3	2011
33856	3	2011
33857	6	2014
33858	3	2011
33859	3	2011
33860	2	2010
33861	5	2013
33862	2	2010
33863	2	2010
33864	2	2010
33865	1	2009
33866	2	2010
33867	2	2010
33868	5	2013
33869	4	2012
33870	3	2011
33871	1	2009
33872	6	2014
33873	4	2012
33874	4	2012
33875	6	2014
33876	3	2011
33877	4	2012
33878	5	2013
33879	4	2012
33880	4	2012
33881	4	2012
33882	3	2011
33883	4	2012
33884	4	2012
33885	4	2012
33886	2	2010
33887	2	2010
33888	1	2009
33889	4	2012
33890	4	2012
33891	1	2009
33892	1	2009
33893	6	2014
33894	2	2010
33895	4	2012
33896	3	2011
33897	6	2014
33898	1	2009
33899	5	2013
33900	6	2014
33901	2	2010
33902	2	2010
33903	1	2009
33904	2	2010
33905	2	2010
33906	2	2008
33907	3	2010
33908	6	2013
33909	7	2014
33910	4	2012
33911	2	2009
33912	5	2012
33913	5	2012
33914	1	2007
33915	2	2008
33916	2	2008
33917	7	2014
33918	5	2012
33919	6	2013
33920	1	2007
33921	6	2013
33922	4	2010
33923	3	2009
33924	4	2010
33925	3	2009
33926	1	2007
33927	14	2013
33928	11	2010
33929	11	2010
33930	12	2011
33931	15	2014
33932	13	2012
33933	15	2014
33934	11	2010
33935	13	2012
33936	12	2011
33937	16	2015
33938	11	2010
33939	13	2012
33940	15	2014
33941	14	2013
33942	14	2013
33943	11	2010
33944	13	2012
33945	14	2013
33946	11	2010
33947	11	2010
33948	13	2012
33949	12	2011
33950	15	2014
33951	12	2011
33952	13	2012
33953	13	2012
33954	15	2014
33955	13	2012
33956	16	2015
33957	11	2010
33958	11	2010
33959	13	2012
33960	11	2010
33961	15	2014
33962	13	2012
33963	13	2012
33964	13	2012
33965	11	2010
33966	12	2011
33967	15	2014
33968	15	2014
33969	12	2011
33970	13	2012
33971	14	2013
33972	14	2013
33973	15	2014
33974	16	2015
33975	15	2014
33976	14	2013
33977	16	2015
33978	16	2015
33979	16	2015
33980	15	2014
33981	14	2013
33982	14	2013
33983	15	2014
33984	14	2013
33985	14	2013
33986	15	2014
33987	11	2010
33988	11	2010
33989	11	2010
33990	13	2012
33991	14	2013
33992	12	2011
33993	16	2015
33994	11	2010
33995	16	2015
33996	12	2011
33997	13	2012
33998	14	2013
33999	12	2011
34000	16	2015
34001	12	2011
34002	13	2012
34003	16	2015
34004	15	2014
34005	13	2012
34006	15	2014
34007	16	2015
34008	11	2010
34009	11	2010
34010	12	2011
34011	15	2014
34012	12	2011
34013	11	2010
34014	13	2012
34015	11	2010
34016	12	2011
34017	15	2014
34018	15	2014
34019	11	2010
34020	15	2014
34021	11	2010
34022	16	2015
34023	13	2012
34024	12	2011
34025	11	2010
34026	16	2015
34027	11	2010
34028	15	2014
34029	15	2014
34030	15	2014
34031	12	2011
34032	14	2013
34033	12	2011
34034	12	2011
34035	16	2015
34036	15	2014
34037	16	2015
34038	13	2012
34039	16	2015
34040	12	2011
34041	16	2015
34042	13	2012
34043	12	2011
34044	11	2010
34045	15	2014
34046	11	2010
34047	12	2011
34048	14	2013
34049	12	2011
34050	13	2012
34051	16	2015
34052	16	2015
34053	15	2014
34054	12	2011
34055	14	2013
34056	13	2012
34057	13	2012
34058	12	2011
34059	15	2014
34060	14	2013
34061	15	2014
34062	13	2012
34063	15	2014
34064	11	2010
34065	11	2010
34066	11	2010
34067	12	2011
34068	15	2014
34069	11	2010
34070	15	2014
34071	13	2012
34072	14	2013
34073	13	2012
34074	14	2013
34075	16	2015
34076	14	2013
34077	11	2010
34078	13	2012
34079	11	2010
34080	13	2012
34081	12	2011
34082	11	2010
34083	12	2011
34084	15	2014
34085	11	2010
34086	15	2014
34087	11	2010
34088	12	2011
34089	15	2014
34090	15	2014
34091	13	2012
34092	14	2013
34093	15	2014
34094	15	2014
34095	15	2014
34096	14	2013
34097	14	2013
34098	11	2010
34099	11	2010
34100	12	2011
34101	13	2012
34102	13	2012
34103	11	2010
34104	12	2011
34105	11	2010
34106	12	2011
34107	11	2010
34108	15	2014
34109	15	2014
34110	12	2011
34111	13	2012
34112	13	2012
34113	15	2014
34114	14	2013
34115	15	2014
34116	15	2014
34117	13	2012
34118	15	2014
34119	12	2011
34120	12	2011
34121	15	2014
34122	15	2014
34123	11	2010
34124	15	2014
34125	12	2011
34126	16	2015
34127	12	2011
34128	13	2012
34129	12	2011
34130	11	2010
34131	13	2012
34132	15	2014
34133	13	2012
34134	15	2014
34135	16	2015
34136	12	2011
34137	14	2013
34138	12	2011
34139	11	2010
34140	14	2013
34141	14	2013
34142	11	2010
34143	12	2011
34144	11	2010
34145	14	2013
34146	12	2011
34147	16	2015
34148	12	2011
34149	13	2012
34150	14	2013
34151	13	2012
34152	16	2015
34153	12	2011
34154	14	2013
34155	12	2011
34156	12	2011
34157	12	2011
34158	11	2010
34159	11	2010
34160	11	2010
34161	12	2011
34162	13	2012
34163	12	2011
34164	14	2013
34165	16	2015
34166	15	2014
34167	11	2010
34168	12	2011
34169	11	2010
34170	11	2010
34171	15	2014
34172	15	2014
34173	12	2011
34174	11	2010
34175	12	2011
34176	11	2010
34177	16	2015
34178	16	2015
34179	16	2015
34180	15	2014
34181	11	2010
34182	15	2014
34183	11	2010
34184	11	2010
34185	16	2015
34186	12	2011
34187	13	2012
34188	15	2014
34189	12	2011
34190	14	2013
34191	14	2013
34192	14	2013
34193	16	2015
34194	11	2010
34195	13	2012
34196	14	2013
34197	13	2012
34198	11	2010
34199	14	2013
34200	12	2011
34201	14	2013
34202	16	2015
34203	13	2012
34204	12	2011
34205	12	2011
34206	14	2013
34207	13	2012
34208	11	2010
34209	15	2014
34210	16	2015
34211	14	2013
34212	13	2012
34213	14	2013
34214	14	2013
34215	14	2013
34216	12	2011
34217	12	2011
34218	13	2012
34219	14	2013
34220	14	2013
34221	11	2010
34222	15	2014
34223	11	2010
34224	14	2013
34225	14	2013
34226	11	2010
34227	11	2010
34228	13	2012
34229	12	2011
34230	14	2013
34231	14	2013
34232	13	2012
34233	12	2011
34234	16	2015
34235	15	2014
34236	13	2012
34237	11	2010
34238	15	2014
34239	16	2015
34240	11	2010
34241	11	2010
34242	15	2014
34243	11	2010
34244	16	2015
34245	12	2011
34246	16	2015
34247	14	2013
34248	13	2012
34249	15	2014
34250	12	2011
34251	13	2012
34252	15	2014
34253	15	2014
34254	14	2013
34255	15	2014
34256	12	2011
34257	15	2014
34258	15	2014
34259	16	2015
34260	13	2012
34261	14	2013
34262	15	2014
34263	14	2013
34264	13	2012
34265	15	2014
34266	14	2013
34267	15	2014
34268	14	2013
34269	12	2011
34270	11	2010
34271	15	2014
34272	14	2013
34273	15	2014
34274	12	2011
34275	14	2013
34276	13	2012
34277	12	2011
34278	15	2014
34279	13	2012
34280	15	2014
34281	16	2015
34282	12	2011
34283	13	2012
34284	13	2012
34285	14	2013
34286	15	2014
34287	15	2014
34288	11	2010
34289	13	2012
34290	12	2011
34291	15	2014
34292	13	2012
34293	16	2015
34294	13	2012
34295	12	2011
34296	14	2013
34297	11	2010
34298	16	2015
34299	11	2010
34300	14	2013
34301	14	2013
34302	16	2015
34303	12	2011
34304	15	2014
34305	11	2010
34306	14	2013
34307	11	2010
34308	12	2011
34309	16	2015
34310	13	2012
34311	14	2013
34312	11	2010
34313	15	2014
34314	13	2012
34315	13	2012
34316	13	2012
34317	14	2013
34318	15	2014
34319	15	2014
34320	12	2011
34321	14	2013
34322	13	2012
34323	14	2013
34324	14	2013
34325	13	2012
34326	16	2015
34327	14	2013
34328	12	2011
34329	14	2013
34330	12	2011
34331	16	2015
34332	13	2012
34333	12	2011
34334	15	2014
34335	15	2014
34336	14	2013
34337	14	2013
34338	11	2010
34339	16	2015
34340	14	2013
34341	16	2015
34342	13	2012
34343	12	2011
34344	14	2013
34345	12	2011
34346	15	2014
34347	15	2014
34348	11	2010
34349	11	2010
34350	11	2010
34351	12	2011
34352	14	2013
34353	11	2010
34354	11	2010
34355	15	2014
34356	14	2013
34357	12	2011
34358	12	2011
34359	14	2013
34360	13	2012
34361	11	2010
34362	12	2011
34363	13	2012
34364	12	2011
34365	15	2014
34366	13	2012
34367	16	2015
34368	14	2013
34369	13	2012
34370	14	2013
34371	16	2015
34372	16	2015
34373	12	2011
34374	15	2014
34375	11	2010
34376	14	2013
34377	12	2011
34378	11	2010
34379	16	2015
34380	16	2015
34381	13	2012
34382	11	2010
34383	16	2015
34384	15	2014
34385	11	2010
34386	13	2012
34387	11	2010
34388	12	2011
34389	13	2012
34390	15	2014
34391	13	2012
34392	11	2010
34393	12	2011
34394	16	2015
34395	11	2010
34396	13	2012
34397	12	2011
34398	15	2014
34399	13	2012
34400	11	2010
34401	16	2015
34402	13	2012
34403	15	2014
34404	12	2011
34405	11	2010
34406	14	2013
34407	11	2010
34408	13	2012
34409	11	2010
34410	11	2010
34411	12	2011
34412	11	2010
34413	12	2011
34414	15	2014
34415	15	2014
34416	15	2014
34417	11	2010
34418	11	2010
34419	13	2012
34420	14	2013
34421	12	2011
34422	14	2013
34423	12	2011
34424	12	2011
34425	13	2012
34426	11	2010
34427	15	2014
34428	16	2015
34429	15	2014
34430	15	2014
34431	12	2011
34432	14	2013
34433	13	2012
34434	12	2011
34435	15	2014
34436	15	2014
34437	11	2010
34438	11	2010
34439	11	2010
34440	12	2011
34441	12	2011
34442	14	2013
34443	12	2011
34444	14	2013
34445	15	2014
34446	15	2014
34447	11	2010
34448	13	2012
34449	13	2012
34450	12	2011
34451	16	2015
34452	11	2010
34453	13	2012
34454	13	2012
34455	16	2015
34456	16	2015
34457	15	2014
34458	14	2013
34459	14	2013
34460	12	2011
34461	12	2011
34462	12	2011
34463	15	2014
34464	13	2012
34465	13	2012
34466	13	2012
34467	13	2012
34468	11	2010
34469	13	2012
34470	14	2013
34471	11	2010
34472	11	2010
34473	14	2013
34474	12	2011
34475	11	2010
34476	16	2015
34477	16	2015
34478	14	2013
34479	12	2011
34480	15	2014
34481	11	2010
34482	14	2013
34483	2	1973
34484	52	1990
34485	50	1990
34486	55	1993
34487	30	1985
34488	24	1983
34489	75	2013
34490	74	2012
34491	55	1993
34492	51	1990
34493	49	1990
34494	60	1998
34495	55	1993
34496	38	1987
34497	54	1992
34498	58	1996
34499	76	2014
34500	73	2011
34501	53	1991
34502	40	1987
34503	41	1988
34504	55	1993
34505	56	1994
34506	31	1985
34507	60	1998
34508	22	1983
34509	26	1984
34510	58	1996
34511	26	1984
34512	76	2014
34513	29	1985
34514	25	1984
34515	52	1990
34516	29	1985
34517	55	1993
34518	56	1994
34519	68	2006
34520	41	1988
34521	57	1995
34522	28	1984
34523	60	1998
34524	53	1991
34525	60	1998
34526	80	2015
34527	47	1989
34528	76	2014
34529	55	1993
34530	53	1991
34531	56	1994
34532	25	1984
34533	26	1984
34534	37	1987
34535	24	1983
34536	69	2007
34537	54	1992
34538	3	1974
34539	31	1985
34540	80	2015
34541	28	1984
34542	53	1991
34543	66	2004
34544	76	2014
34545	37	1987
34546	67	2005
34547	64	2002
34548	53	1991
34549	23	1983
34550	62	2000
34551	44	1988
34552	30	1985
34553	30	1985
34554	43	1988
34555	45	1989
34556	58	1996
34557	74	2012
34558	67	2005
34559	58	1996
34560	54	1992
34561	46	1989
34562	59	1997
34563	68	2006
34564	22	1983
34565	29	1985
34566	75	2013
34567	42	1988
34568	2	1973
34569	42	1988
34570	23	1983
34571	40	1987
34572	67	2005
34573	2	1973
34574	26	1984
34575	2	1973
34576	22	1983
34577	45	1989
34578	73	2011
34579	60	1998
34580	58	1996
34581	76	2014
34582	49	1990
34583	65	2003
34584	36	1986
34585	60	1998
34586	54	1992
34587	1	1972
34588	40	1987
34589	49	1990
34590	71	2009
34591	58	1996
34592	75	2013
34593	24	1983
34594	34	1986
34595	48	1989
34596	75	2013
34597	76	2014
34598	70	2008
34599	60	1998
34600	61	1999
34601	28	1984
34602	48	1989
34603	50	1990
34604	31	1985
34605	57	1995
34606	34	1986
34607	72	2010
34608	69	2007
34609	54	1992
34610	52	1990
34611	60	1998
34612	45	1989
34613	56	1994
34614	3	1974
34615	25	1984
34616	76	2014
34617	46	1989
34618	45	1989
34619	30	1985
34620	67	2005
34621	54	1992
34622	31	1985
34623	53	1991
34624	65	2003
34625	40	1987
34626	41	1988
34627	31	1985
34628	74	2012
34629	74	2012
34630	58	1996
34631	57	1995
34632	76	2014
34633	51	1990
34634	33	1986
34635	52	1990
34636	38	1987
34637	49	1990
34638	64	2002
34639	61	1999
34640	28	1984
34641	28	1984
34642	23	1983
34643	56	1994
34644	48	1989
34645	73	2011
34646	75	2013
34647	38	1987
34648	56	1994
34649	26	1984
34650	67	2005
34651	56	1994
34652	28	1984
34653	37	1987
34654	79	2015
34655	54	1992
34656	64	2002
34657	73	2011
34658	56	1994
34659	32	1985
34660	51	1990
34661	29	1985
34662	50	1990
34663	23	1983
34664	49	1990
34665	63	2001
34666	34	1986
34667	53	1991
34668	75	2013
34669	2	1973
34670	58	1996
34671	61	1999
34672	37	1987
34673	56	1994
34674	24	1983
34675	1	1972
34676	64	2002
34677	76	2014
34678	58	1996
34679	2	1973
34680	69	2007
34681	29	1985
34682	23	1983
34683	71	2009
34684	62	2000
34685	49	1990
34686	59	1997
34687	25	1984
34688	62	2000
34689	76	2014
34690	46	1989
34691	24	1983
34692	3	1974
34693	34	1986
34694	2	1973
34695	56	1994
34696	73	2011
34697	73	2011
34698	54	1992
34699	54	1992
34700	25	1984
34701	51	1990
34702	53	1991
34703	74	2012
34704	59	1997
34705	2	1973
34706	63	2001
34707	44	1988
34708	60	1998
34709	1	1972
34710	47	1989
34711	1	1972
34712	66	2004
34713	76	2014
34714	43	1988
34715	32	1985
34716	59	1997
34717	59	1997
34718	63	2001
34719	59	1997
34720	47	1989
34721	53	1991
34722	58	1996
34723	57	1995
34724	34	1986
34725	56	1994
34726	26	1984
34727	59	1997
34728	33	1986
34729	49	1990
34730	22	1983
34731	24	1983
34732	74	2012
34733	61	1999
34734	23	1983
34735	24	1983
34736	61	1999
34737	73	2011
34738	47	1989
34739	65	2003
34740	48	1989
34741	75	2013
34742	76	2014
34743	66	2004
34744	59	1997
34745	2	1973
34746	37	1987
34747	59	1997
34748	36	1986
34749	74	2012
34750	59	1997
34751	37	1987
34752	32	1985
34753	30	1985
34754	53	1991
34755	76	2014
34756	45	1989
34757	24	1983
34758	73	2011
34759	43	1988
34760	24	1983
34761	74	2012
34762	25	1984
34763	31	1985
34764	29	1985
34765	62	2000
34766	56	1994
34767	66	2004
34768	51	1990
34769	47	1989
34770	62	2000
34771	71	2009
34772	23	1983
34773	3	1974
34774	59	1997
34775	65	2003
34776	41	1988
34777	76	2014
34778	37	1987
34779	45	1989
34780	38	1987
34781	43	1988
34782	47	1989
34783	55	1993
34784	74	2012
34785	73	2011
34786	3	1974
34787	42	1988
34788	56	1994
34789	43	1988
34790	75	2013
34791	53	1991
34792	37	1987
34793	56	1994
34794	63	2001
34795	54	1992
34796	75	2013
34797	36	1986
34798	51	1990
34799	55	1993
34800	42	1988
34801	2	1973
34802	48	1989
34803	75	2013
34804	36	1986
34805	63	2001
34806	63	2001
34807	49	1990
34808	49	1990
34809	55	1993
34810	34	1986
34811	69	2007
34812	62	2000
34813	43	1988
34814	57	1995
34815	29	1985
34816	65	2003
34817	53	1991
34818	71	2009
34819	33	1986
34820	65	2003
34821	66	2004
34822	76	2014
34823	26	1984
34824	65	2003
34825	56	1994
34826	49	1990
34827	24	1983
34828	60	1998
34829	56	1994
34830	2	1973
34831	22	1983
34832	74	2012
34833	45	1989
34834	34	1986
34835	61	1999
34836	41	1988
34837	55	1993
34838	36	1986
34839	40	1987
34840	59	1997
34841	42	1988
34842	61	1999
34843	25	1984
34844	54	1992
34845	3	1974
34846	40	1987
34847	57	1995
34848	3	1974
34849	47	1989
34850	1	1972
34851	36	1986
34852	76	2014
34853	67	2005
34854	74	2012
34855	60	1998
34856	34	1986
34857	63	2001
34858	40	1987
34859	25	1984
34860	51	1990
34861	70	2008
34862	66	2004
34863	24	1983
34864	73	2011
34865	71	2009
34866	54	1992
34867	48	1989
34868	57	1995
34869	54	1992
34870	28	1984
34871	68	2006
34872	55	1993
34873	53	1991
34874	36	1986
34875	43	1988
34876	66	2004
34877	77	2015
34878	23	1983
34879	53	1991
34880	29	1985
34881	48	1989
34882	59	1997
34883	76	2014
34884	49	1990
34885	76	2014
34886	56	1994
34887	51	1990
34888	32	1985
34889	22	1983
34890	56	1994
34891	63	2001
34892	76	2014
34893	44	1988
34894	57	1995
34895	42	1988
34896	2	1973
34897	1	1972
34898	73	2011
34899	76	2014
34900	33	1986
34901	53	1991
34902	59	1997
34903	69	2007
34904	76	2014
34905	46	1989
34906	56	1994
34907	59	1997
34908	22	1983
34909	57	1995
34910	56	1994
34911	70	2008
34912	68	2006
34913	40	1987
34914	34	1986
34915	64	2002
34916	42	1988
34917	65	2003
34918	56	1994
34919	34	1986
34920	55	1993
34921	55	1993
34922	34	1986
34923	2	1973
34924	65	2003
34925	55	1993
34926	45	1989
34927	70	2008
34928	70	2008
34929	58	1996
34930	1	1972
34931	23	1983
34932	27	1984
34933	40	1987
34934	53	1991
34935	74	2012
34936	50	1990
34937	40	1987
34938	73	2011
34939	56	1994
34940	51	1990
34941	25	1984
34942	66	2004
34943	40	1987
34944	60	1998
34945	44	1988
34946	22	1983
34947	1	1972
34948	52	1990
34949	66	2004
34950	74	2012
34951	22	1983
34952	60	1998
34953	65	2003
34954	30	1985
34955	50	1990
34956	1	1972
34957	26	1984
34958	24	1983
34959	26	1984
34960	67	2005
34961	53	1991
34962	65	2003
34963	54	1992
34964	3	1974
34965	76	2014
34966	67	2005
34967	27	1984
34968	56	1994
34969	37	1987
34970	32	1985
34971	41	1988
34972	40	1987
34973	76	2014
34974	42	1988
34975	26	1984
34976	26	1984
34977	37	1987
34978	60	1998
34979	33	1986
34980	3	1974
34981	58	1996
34982	74	2012
34983	29	1985
34984	58	1996
34985	78	2015
34986	26	1984
34987	76	2014
34988	58	1996
34989	48	1989
34990	34	1986
34991	45	1989
34992	76	2014
34993	65	2003
34994	53	1991
34995	62	2000
34996	57	1995
34997	53	1991
34998	76	2014
34999	67	2005
35000	42	1988
35001	23	1983
35002	30	1985
35003	1	1972
35004	54	1992
35005	43	1988
35006	47	1989
35007	3	1974
35008	50	1990
35009	43	1988
35010	29	1985
35011	76	2014
35012	38	1987
35013	40	1987
35014	28	1984
35015	53	1991
35016	74	2012
35017	47	1989
35018	53	1991
35019	64	2002
35020	54	1992
35021	68	2006
35022	75	2013
35023	22	1983
35024	59	1997
35025	34	1986
35026	56	1994
35027	74	2012
35028	55	1993
35029	63	2001
35030	48	1989
35031	76	2014
35032	30	1985
35033	50	1990
35034	53	1991
35035	30	1985
35036	53	1991
35037	1	1972
35038	50	1990
35039	23	1983
35040	23	1983
35041	45	1989
35042	73	2011
35043	59	1997
35044	68	2006
35045	53	1991
35046	56	1994
35047	53	1991
35048	79	2015
35049	27	1984
35050	36	1986
35051	1	1972
35052	54	1992
35053	75	2013
35054	49	1990
35055	56	1994
35056	22	1983
35057	63	2001
35058	42	1988
35059	32	1985
35060	60	1998
35061	75	2013
35062	76	2014
35063	28	1984
35064	50	1990
35065	79	2015
35066	22	1983
35067	58	1996
35068	77	2015
35069	53	1991
35070	31	1985
35071	55	1993
35072	69	2007
35073	74	2012
35074	31	1985
35075	49	1990
35076	2	1973
35077	43	1988
35078	23	1983
35079	38	1987
35080	2	1973
35081	44	1988
35082	71	2009
35083	26	1984
35084	33	1986
35085	34	1986
35086	58	1996
35087	45	1989
35088	1	1972
35089	59	1997
35090	37	1987
35091	52	1990
35092	52	1990
35093	61	1999
35094	49	1990
35095	68	2006
35096	68	2006
35097	68	2006
35098	61	1999
35099	36	1986
35100	31	1985
35101	22	1983
35102	53	1991
35103	51	1990
35104	65	2003
35105	57	1995
35106	64	2002
35107	67	2005
35108	62	2000
35109	41	1988
35110	57	1995
35111	51	1990
35112	30	1985
35113	55	1993
35114	57	1995
35115	32	1985
35116	57	1995
35117	24	1983
35118	57	1995
35119	65	2003
35120	36	1986
35121	46	1989
35122	43	1988
35123	65	2003
35124	26	1984
35125	54	1992
35126	68	2006
35127	52	1990
35128	74	2012
35129	61	1999
35130	71	2009
35131	64	2002
35132	41	1988
35133	51	1990
35134	49	1990
35135	64	2002
35136	63	2001
35137	26	1984
35138	33	1986
35139	51	1990
35140	54	1992
35141	43	1988
35142	22	1983
35143	25	1984
35144	68	2006
35145	59	1997
35146	30	1985
35147	68	2006
35148	59	1997
35149	25	1984
35150	26	1984
35151	59	1997
35152	55	1993
35153	34	1986
35154	44	1988
35155	29	1985
35156	2	1973
35157	22	1983
35158	55	1993
35159	68	2006
35160	50	1990
35161	59	1997
35162	73	2011
35163	68	2006
35164	69	2007
35165	34	1986
35166	2	1973
35167	67	2005
35168	30	1985
35169	74	2012
35170	34	1986
35171	3	1974
35172	56	1994
35173	1	1972
35174	3	1974
35175	76	2014
35176	57	1995
35177	55	1993
35178	58	1996
35179	51	1990
35180	46	1989
35181	56	1994
35182	56	1994
35183	62	2000
35184	75	2013
35185	47	1989
35186	62	2000
35187	53	1991
35188	63	2001
35189	63	2001
35190	68	2006
35191	25	1984
35192	65	2003
35193	42	1988
35194	2	1973
35195	63	2001
35196	74	2012
35197	33	1986
35198	73	2011
35199	59	1997
35200	75	2013
35201	41	1988
35202	44	1988
35203	74	2012
35204	68	2006
35205	54	1992
35206	30	1985
35207	58	1996
35208	28	1984
35209	76	2014
35210	28	1984
35211	23	1983
35212	75	2013
35213	30	1985
35214	63	2001
35215	68	2006
35216	28	1984
35217	23	1983
35218	59	1997
35219	44	1988
35220	69	2007
35221	2	1973
35222	32	1985
35223	45	1989
35224	2	1973
35225	3	1974
35226	42	1988
35227	73	2011
35228	25	1984
35229	67	2005
35230	57	1995
35231	36	1986
35232	47	1989
35233	46	1989
35234	57	1995
35235	76	2014
35236	32	1985
35237	68	2006
35238	76	2014
35239	3	1974
35240	23	1983
35241	70	2008
35242	49	1990
35243	32	1985
35244	64	2002
35245	67	2005
35246	54	1992
35247	54	1992
35248	58	1996
35249	24	1983
35250	58	1996
35251	42	1988
35252	56	1994
35253	51	1990
35254	76	2014
35255	57	1995
35256	45	1989
35257	63	2001
35258	36	1986
35259	60	1998
35260	24	1983
35261	48	1989
35262	23	1983
35263	70	2008
35264	74	2012
35265	66	2004
35266	44	1988
35267	44	1988
35268	52	1990
35269	31	1985
35270	37	1987
35271	60	1998
35272	52	1990
35273	2	1973
35274	75	2013
35275	63	2001
35276	50	1990
35277	46	1989
35278	26	1984
35279	51	1990
35280	43	1988
35281	24	1983
35282	76	2014
35283	1	1972
35284	28	1984
35285	27	1984
35286	53	1991
35287	27	1984
35288	65	2003
35289	59	1997
35290	57	1995
35291	76	2014
35292	51	1990
35293	2	1973
35294	37	1987
35295	34	1986
35296	36	1986
35297	71	2009
35298	3	1974
35299	68	2006
35300	76	2014
35301	68	2006
35302	66	2004
35303	32	1985
35304	68	2006
35305	55	1993
35306	60	1998
35307	42	1988
35308	3	1974
35309	65	2003
35310	42	1988
35311	56	1994
35312	67	2005
35313	71	2009
35314	45	1989
35315	54	1992
35316	56	1994
35317	22	1983
35318	76	2014
35319	56	1994
35320	30	1985
35321	23	1983
35322	38	1987
35323	74	2012
35324	54	1992
35325	62	2000
35326	60	1998
35327	53	1991
35328	68	2006
35329	29	1985
35330	40	1987
35331	75	2013
35332	47	1989
35333	62	2000
35334	60	1998
35335	69	2007
35336	54	1992
35337	58	1996
35338	76	2014
35339	68	2006
35340	58	1996
35341	56	1994
35342	22	1983
35343	59	1997
35344	22	1983
35345	75	2013
35346	72	2010
35347	1	1972
35348	34	1986
35349	55	1993
35350	53	1991
35351	53	1991
35352	45	1989
35353	52	1990
35354	69	2007
35355	57	1995
35356	60	1998
35357	69	2007
35358	25	1984
35359	57	1995
35360	44	1988
35361	22	1983
