magazineId;volumeNumber;year
16248;54;2010
16249;52;2008
16250;61;2013
16251;78;2014
16252;41;2003
16253;52;2008
16254;43;2003
16255;53;2009
16256;54;2010
16257;57;2013
16258;50;2006
16259;89;2015
16260;54;2010
16261;80;2014
16262;56;2012
16263;53;2009
16264;56;2012
16265;51;2006
16266;53;2009
16267;54;2010
16268;55;2011
16269;52;2007
16270;50;2006
16271;51;2007
16272;48;2005
16273;42;2003
16274;56;2012
16275;57;2013
16276;54;2010
16277;52;2007
16278;52;2008
16279;50;2006
16280;54;2010
16281;54;2010
16282;55;2011
16283;76;2014
16284;50;2006
16285;56;2012
16286;81;2015
16287;53;2008
16288;50;2006
16289;55;2011
16290;56;2012
16291;53;2008
16292;53;2009
16293;54;2010
16294;48;2005
16295;56;2012
16296;50;2006
16297;76;2014
16298;55;2011
16299;51;2007
16300;54;2010
16301;52;2008
16302;52;2007
16303;56;2012
16304;57;2013
16305;51;2007
16306;54;2010
16307;54;2010
16308;56;2012
16309;53;2009
16310;56;2012
16311;54;2010
16312;56;2012
16313;46;2004
16314;54;2010
16315;51;2007
16316;51;2006
16317;55;2011
16318;55;2011
16319;51;2007
16320;57;2013
16321;74;2014
16322;52;2008
16323;51;2006
16324;46;2004
16325;79;2014
16326;55;2011
16327;68;2013
16328;58;2013
16329;54;2010
16330;62;2013
16331;90;2015
16332;56;2012
16333;88;2015
16334;56;2012
16335;46;2004
16336;82;2015
16337;90;2015
16338;49;2005
16339;65;2013
16340;43;2003
16341;53;2008
16342;87;2015
16343;53;2009
16344;55;2011
16345;52;2008
16346;48;2005
16347;56;2012
16348;84;2015
16349;53;2008
16350;52;2008
16351;51;2006
16352;53;2009
16353;51;2006
16354;83;2015
16355;54;2010
16356;71;2014
16357;54;2010
16358;55;2011
16359;41;2003
16360;52;2007
16361;41;2002
16362;53;2009
16363;50;2006
16364;56;2012
16365;57;2013
16366;56;2012
16367;63;2013
16368;53;2009
16369;52;2007
16370;56;2012
16371;52;2008
16372;56;2012
16373;51;2007
16374;57;2013
16375;55;2011
16376;60;2013
16377;51;2006
16378;52;2008
16379;52;2008
16380;63;2013
16381;53;2009
16382;51;2006
16383;52;2008
16384;53;2008
16385;50;2006
16386;54;2010
16387;51;2007
16388;55;2011
16389;56;2012
16390;56;2012
16391;55;2011
16392;55;2011
16393;53;2009
16394;56;2012
16395;56;2012
16396;55;2011
16397;51;2007
16398;41;2002
16399;51;2006
16400;53;2009
16401;52;2007
16402;52;2008
16403;59;2013
16404;51;2007
16405;69;2014
16406;53;2009
16407;51;2007
16408;57;2013
16409;52;2008
16410;66;2013
16411;44;2003
16412;52;2008
16413;57;2013
16414;48;2005
16415;53;2009
16416;54;2010
16417;82;2015
16418;55;2011
16419;51;2006
16420;52;2008
16421;50;2006
16422;54;2010
16423;52;2008
16424;51;2006
16425;67;2013
16426;58;2013
16427;54;2010
16428;47;2004
16429;56;2012
16430;54;2010
16431;52;2008
16432;56;2012
16433;62;2013
16434;56;2012
16435;56;2012
16436;56;2012
16437;52;2008
16438;49;2005
16439;48;2005
16440;52;2007
16441;47;2004
16442;42;2003
16443;47;2004
16444;53;2009
16445;45;2004
16446;53;2009
16447;53;2009
16448;53;2008
16449;71;2014
16450;53;2009
16451;52;2008
16452;68;2013
16453;50;2006
16454;61;2013
16455;71;2014
16456;77;2014
16457;54;2010
16458;52;2008
16459;53;2009
16460;46;2004
16461;50;2006
16462;43;2003
16463;54;2010
16464;52;2008
16465;50;2006
16466;70;2014
16467;55;2011
16468;55;2011
16469;46;2004
16470;71;2014
16471;57;2013
16472;46;2004
16473;56;2012
16474;54;2010
16475;43;2003
16476;56;2012
16477;52;2008
16478;51;2006
16479;56;2012
16480;56;2012
16481;80;2014
16482;56;2012
16483;89;2015
16484;87;2015
16485;56;2012
16486;76;2014
16487;75;2014
16488;56;2012
16489;45;2004
16490;89;2015
16491;44;2003
16492;51;2006
16493;76;2014
16494;48;2005
16495;53;2009
16496;55;2011
16497;51;2006
16498;44;2003
16499;51;2007
16500;54;2010
16501;51;2007
16502;56;2012
16503;51;2006
16504;53;2009
16505;68;2013
16506;55;2011
16507;52;2008
16508;76;2014
16509;56;2012
16510;54;2010
16511;51;2006
16512;52;2008
16513;54;2010
16514;52;2008
16515;44;2004
16516;43;2003
16517;58;2013
16518;52;2008
16519;52;2008
16520;47;2004
16521;52;2008
16522;54;2010
16523;50;2006
16524;56;2012
16525;44;2004
16526;52;2008
16527;51;2007
16528;54;2010
16529;49;2005
16530;53;2009
16531;57;2013
16532;56;2012
16533;83;2015
16534;53;2009
16535;55;2011
16536;55;2011
16537;56;2012
16538;48;2005
16539;54;2010
16540;48;2005
16541;67;2013
16542;80;2014
16543;82;2015
16544;71;2014
16545;72;2014
16546;53;2009
16547;52;2008
16548;44;2003
16549;75;2014
16550;71;2014
16551;47;2004
16552;71;2014
16553;55;2011
16554;90;2015
16555;43;2003
16556;54;2010
16557;55;2011
16558;72;2014
16559;61;2013
16560;41;2003
16561;82;2015
16562;42;2003
16563;47;2004
16564;76;2014
16565;56;2012
16566;52;2008
16567;52;2008
16568;56;2012
16569;51;2006
16570;52;2008
16571;55;2011
16572;56;2012
16573;56;2012
16574;72;2014
16575;50;2006
16576;88;2015
16577;72;2014
16578;48;2005
16579;50;2006
16580;55;2011
16581;52;2008
16582;72;2014
16583;53;2009
16584;70;2014
16585;50;2006
16586;53;2009
16587;51;2006
16588;50;2006
16589;56;2012
16590;55;2011
16591;53;2009
16592;73;2014
16593;60;2013
16594;51;2007
16595;53;2008
16596;52;2008
16597;52;2008
16598;56;2012
16599;53;2009
16600;54;2010
16601;56;2012
16602;55;2011
16603;51;2007
16604;50;2006
16605;55;2011
16606;54;2010
16607;50;2006
16608;69;2014
16609;67;2013
16610;56;2012
16611;50;2006
16612;51;2007
16613;55;2011
16614;61;2013
16615;72;2014
16616;54;2010
16617;53;2009
16618;52;2008
16619;52;2008
16620;55;2011
16621;51;2007
16622;54;2010
16623;48;2005
16624;57;2013
16625;54;2010
16626;52;2008
16627;49;2005
16628;51;2007
16629;84;2015
16630;52;2008
16631;51;2006
16632;52;2008
16633;44;2003
16634;53;2009
16635;52;2008
16636;52;2008
16637;51;2007
16638;80;2014
16639;54;2010
16640;45;2004
16641;85;2015
16642;76;2014
16643;51;2007
16644;57;2013
16645;53;2009
16646;69;2014
16647;53;2009
16648;53;2009
16649;51;2006
16650;49;2005
16651;53;2009
16652;52;2008
16653;42;2003
16654;44;2003
16655;56;2012
16656;51;2006
16657;55;2011
16658;52;2008
16659;50;2006
16660;57;2013
16661;50;2006
16662;56;2012
16663;58;2013
16664;53;2008
16665;53;2009
16666;54;2010
16667;50;2006
16668;42;2003
16669;56;2012
16670;53;2009
16671;53;2009
16672;52;2008
16673;64;2013
16674;52;2008
16675;54;2010
16676;53;2009
16677;49;2005
16678;56;2012
16679;50;2006
16680;52;2008
16681;64;2013
16682;62;2013
16683;50;2006
16684;52;2007
16685;53;2009
16686;54;2010
16687;51;2007
16688;47;2004
16689;53;2009
16690;53;2009
16691;51;2007
16692;73;2014
16693;77;2014
16694;56;2012
16695;58;2013
16696;52;2008
16697;67;2013
16698;46;2004
16699;59;2013
16700;56;2012
16701;54;2010
16702;45;2004
16703;51;2007
16704;53;2009
16705;58;2013
16706;89;2015
16707;53;2009
16708;54;2010
16709;51;2006
16710;41;2003
16711;50;2006
16712;53;2009
16713;53;2008
16714;55;2011
16715;53;2009
16716;50;2006
16717;51;2007
16718;49;2005
16719;58;2013
16720;51;2006
16721;51;2007
16722;52;2008
16723;80;2014
16724;72;2014
16725;73;2014
16726;51;2006
16727;50;2006
16728;41;2002
16729;56;2012
16730;53;2009
16731;76;2014
16732;50;2006
16733;55;2011
16734;54;2010
16735;45;2004
16736;55;2011
16737;44;2004
16738;51;2007
16739;46;2004
16740;53;2009
16741;56;2012
16742;56;2012
16743;61;2013
16744;52;2008
16745;47;2004
16746;51;2007
16747;68;2013
16748;53;2009
16749;55;2011
16750;81;2015
16751;69;2014
16752;50;2006
16753;53;2009
16754;55;2011
16755;54;2010
16756;60;2013
16757;56;2012
16758;52;2008
16759;69;2014
16760;50;2006
16761;77;2014
16762;79;2014
16763;55;2011
16764;51;2006
16765;54;2010
16766;53;2008
16767;50;2006
16768;50;2006
16769;77;2014
16770;55;2011
16771;54;2010
16772;71;2014
16773;53;2009
16774;57;2013
16775;52;2007
16776;50;2006
16777;51;2007
16778;59;2013
16779;47;2004
16780;66;2013
16781;77;2014
16782;43;2003
16783;53;2009
16784;67;2013
16785;51;2006
16786;52;2008
16787;52;2008
16788;74;2014
16789;53;2008
16790;53;2009
16791;52;2007
16792;54;2010
16793;54;2010
16794;50;2006
16795;53;2009
16796;50;2006
16797;53;2009
16798;52;2007
16799;51;2007
16800;43;2003
16801;53;2009
16802;41;2003
16803;53;2009
16804;51;2006
16805;71;2014
16806;52;2008
16807;52;2008
16808;42;2003
16809;71;2014
16810;57;2013
16811;55;2011
16812;56;2012
16813;50;2006
16814;56;2012
16815;54;2010
16816;42;2003
16817;52;2008
16818;64;2013
16819;47;2004
16820;88;2015
16821;55;2011
16822;56;2012
16823;54;2010
16824;70;2014
16825;55;2011
16826;71;2014
16827;51;2007
16828;60;2013
16829;56;2012
16830;57;2013
16831;56;2012
16832;52;2008
16833;49;2005
16834;55;2011
16835;71;2014
16836;51;2007
16837;51;2007
16838;55;2011
16839;41;2003
16840;56;2012
16841;46;2004
16842;50;2006
16843;74;2014
16844;55;2011
16845;52;2007
16846;54;2010
16847;70;2014
16848;49;2005
16849;54;2010
16850;56;2012
16851;56;2012
16852;55;2011
16853;56;2012
16854;56;2012
16855;44;2003
16856;49;2005
16857;51;2006
16858;56;2012
16859;41;2002
16860;52;2007
16861;56;2012
16862;56;2012
16863;52;2007
16864;52;2007
16865;47;2004
16866;55;2011
16867;70;2014
16868;50;2006
16869;50;2006
16870;56;2012
16871;52;2008
16872;71;2014
16873;56;2012
16874;42;2003
16875;57;2013
16876;55;2011
16877;60;2013
16878;56;2012
16879;53;2009
16880;51;2006
16881;51;2007
16882;71;2014
16883;56;2012
16884;50;2006
16885;55;2011
16886;89;2015
16887;51;2006
16888;53;2009
16889;48;2005
16890;53;2009
16891;53;2009
16892;55;2011
16893;53;2008
16894;55;2011
16895;53;2009
16896;51;2006
16897;51;2007
16898;55;2011
16899;52;2008
16900;53;2008
16901;50;2006
16902;44;2003
16903;56;2012
16904;51;2007
16905;51;2007
16906;49;2005
16907;55;2011
16908;55;2011
16909;59;2013
16910;57;2013
16911;56;2012
16912;76;2014
16913;53;2009
16914;74;2014
16915;55;2011
16916;83;2015
16917;51;2007
16918;51;2007
16919;80;2014
16920;51;2006
16921;53;2009
16922;51;2007
16923;70;2014
16924;52;2007
16925;55;2011
16926;51;2007
16927;56;2012
16928;55;2011
16929;51;2007
16930;54;2010
16931;52;2007
16932;77;2014
16933;52;2008
16934;55;2011
16935;54;2010
16936;55;2011
16937;51;2007
16938;48;2005
16939;52;2008
16940;44;2003
16941;52;2008
16942;54;2010
16943;52;2008
16944;52;2008
16945;54;2010
16946;58;2013
16947;52;2008
16948;45;2004
16949;77;2014
16950;55;2011
16951;71;2014
16952;54;2010
16953;43;2003
16954;56;2012
16955;41;2003
16956;56;2012
16957;87;2015
16958;51;2007
16959;46;2004
16960;51;2006
16961;83;2015
16962;51;2007
16963;53;2009
16964;53;2009
16965;56;2012
16966;54;2010
16967;53;2009
16968;56;2012
16969;51;2007
16970;56;2012
16971;51;2007
16972;52;2008
16973;55;2011
16974;83;2015
16975;50;2006
16976;45;2004
16977;54;2010
16978;85;2015
16979;76;2014
16980;83;2015
16981;60;2013
16982;50;2006
16983;51;2006
16984;54;2010
16985;52;2007
16986;54;2010
16987;50;2006
16988;56;2012
16989;55;2011
16990;55;2011
16991;56;2012
16992;51;2007
16993;52;2007
16994;54;2010
16995;47;2004
16996;46;2004
16997;55;2011
16998;41;2002
16999;52;2008
17000;60;2013
17001;56;2012
17002;53;2009
17003;54;2010
17004;53;2009
17005;53;2009
17006;51;2007
17007;44;2004
17008;55;2011
17009;56;2012
17010;75;2014
17011;52;2007
17012;53;2009
17013;53;2009
17014;53;2009
17015;54;2010
17016;56;2012
17017;49;2005
17018;51;2007
17019;55;2011
17020;51;2006
17021;54;2010
17022;53;2008
17023;52;2008
17024;50;2006
17025;55;2011
17026;67;2013
17027;54;2010
17028;54;2010
17029;53;2009
17030;55;2011
17031;51;2006
17032;55;2011
17033;51;2007
17034;53;2009
17035;43;2003
17036;43;2003
17037;51;2007
17038;51;2007
17039;54;2010
17040;56;2012
17041;89;2015
17042;52;2008
17043;52;2008
17044;43;2003
17045;53;2008
17046;53;2009
17047;51;2006
17048;41;2003
17049;56;2012
17050;54;2010
17051;54;2010
17052;51;2007
17053;79;2014
17054;51;2007
17055;76;2014
17056;51;2007
17057;51;2006
17058;62;2013
17059;45;2004
17060;51;2007
17061;75;2014
17062;44;2004
17063;52;2008
17064;51;2007
17065;46;2004
17066;53;2009
17067;53;2009
17068;53;2009
17069;55;2011
17070;45;2004
17071;54;2010
17072;50;2006
17073;55;2011
17074;53;2009
17075;76;2014
17076;50;2006
17077;52;2008
17078;81;2015
17079;42;2003
17080;51;2007
17081;70;2014
17082;52;2007
17083;51;2007
17084;51;2006
17085;50;2006
17086;54;2010
17087;62;2013
17088;42;2003
17089;50;2006
17090;54;2010
17091;73;2014
17092;50;2006
17093;51;2006
17094;54;2010
17095;54;2010
17096;49;2005
17097;79;2014
17098;50;2006
17099;50;2006
17100;69;2014
17101;41;2003
17102;56;2012
17103;51;2006
17104;52;2008
17105;52;2008
17106;51;2007
17107;50;2006
17108;52;2008
17109;51;2007
17110;59;2013
17111;55;2011
17112;53;2009
17113;76;2014
17114;53;2009
17115;56;2012
17116;53;2009
17117;51;2006
17118;55;2011
17119;48;2005
17120;41;2003
17121;52;2008
17122;53;2009
17123;69;2014
17124;50;2006
17125;54;2010
17126;51;2006
17127;55;2011
17128;51;2007
17129;51;2006
17130;55;2011
17131;50;2006
17132;50;2006
17133;53;2009
17134;51;2006
17135;52;2008
17136;54;2010
17137;46;2004
17138;54;2010
17139;50;2006
17140;80;2014
17141;53;2008
17142;74;2014
17143;52;2008
17144;54;2010
17145;52;2008
17146;53;2008
17147;52;2007
17148;69;2014
17149;55;2011
17150;51;2007
17151;56;2012
17152;60;2013
17153;52;2008
17154;75;2014
17155;52;2008
17156;47;2004
17157;51;2007
17158;51;2006
17159;52;2008
17160;51;2006
17161;53;2009
17162;71;2014
17163;51;2007
17164;50;2006
17165;52;2008
17166;53;2009
17167;53;2009
17168;55;2011
17169;55;2011
17170;54;2010
17171;51;2007
17172;50;2006
17173;55;2011
17174;48;2005
17175;47;2004
17176;58;2013
17177;52;2008
17178;45;2004
17179;55;2011
17180;56;2012
17181;64;2013
17182;51;2007
17183;56;2012
17184;61;2013
17185;51;2006
17186;50;2006
17187;56;2012
17188;48;2005
17189;53;2009
17190;69;2014
17191;51;2006
17192;52;2008
17193;51;2007
17194;77;2014
17195;52;2008
17196;54;2010
17197;71;2014
17198;49;2005
17199;51;2006
17200;50;2006
17201;59;2013
17202;43;2003
17203;69;2014
17204;51;2006
17205;50;2006
17206;55;2011
17207;51;2007
17208;42;2003
17209;56;2012
17210;51;2007
17211;53;2009
17212;55;2011
17213;56;2012
17214;88;2015
17215;56;2012
17216;42;2003
17217;75;2014
17218;44;2004
17219;46;2004
17220;72;2014
17221;58;2013
17222;43;2003
17223;43;2003
17224;54;2010
17225;52;2008
17226;52;2008
17227;86;2015
17228;56;2012
17229;56;2012
17230;55;2011
17231;51;2007
17232;41;2002
17233;71;2014
17234;52;2008
17235;45;2004
17236;56;2012
17237;56;2012
17238;55;2011
17239;51;2007
17240;86;2015
17241;51;2006
17242;54;2010
17243;54;2010
17244;82;2015
17245;56;2012
17246;53;2009
17247;55;2011
17248;51;2007
17249;56;2012
17250;49;2005
17251;52;2008
17252;52;2007
17253;44;2003
17254;55;2011
17255;54;2010
17256;51;2007
17257;44;2003
17258;51;2007
17259;52;2008
17260;52;2008
17261;55;2011
17262;79;2014
17263;51;2007
17264;42;2003
17265;53;2009
17266;53;2009
17267;49;2005
17268;54;2010
17269;50;2006
17270;51;2007
17271;51;2007
17272;53;2009
17273;51;2007
17274;51;2007
17275;51;2007
17276;68;2013
17277;56;2012
17278;71;2014
17279;51;2007
17280;56;2012
17281;50;2006
17282;53;2009
17283;56;2012
17284;44;2003
17285;56;2012
17286;79;2014
17287;51;2006
17288;51;2007
17289;52;2008
17290;47;2004
17291;53;2009
17292;51;2007
17293;55;2011
17294;51;2007
17295;45;2004
17296;53;2009
17297;54;2010
17298;70;2014
17299;56;2012
17300;53;2009
17301;51;2006
17302;64;2013
17303;71;2014
17304;52;2008
17305;61;2013
17306;67;2013
17307;53;2009
17308;51;2007
17309;51;2007
17310;51;2007
17311;51;2007
17312;50;2006
17313;71;2014
17314;43;2003
17315;56;2012
17316;49;2005
17317;50;2006
17318;52;2008
17319;87;2015
17320;54;2010
17321;51;2007
17322;54;2010
17323;56;2012
17324;81;2015
17325;41;2003
17326;50;2006
17327;50;2006
17328;52;2007
17329;52;2008
17330;53;2009
17331;78;2014
17332;49;2005
17333;71;2014
17334;53;2009
17335;52;2008
17336;41;2003
17337;64;2013
17338;50;2006
17339;52;2008
17340;56;2012
17341;53;2009
17342;64;2013
17343;54;2010
17344;52;2008
17345;53;2009
17346;46;2004
17347;51;2006
17348;51;2006
17349;51;2007
17350;52;2008
17351;51;2007
17352;50;2006
17353;52;2008
17354;52;2008
17355;49;2005
17356;53;2009
17357;53;2008
17358;75;2014
17359;58;2013
17360;55;2011
17361;46;2004
17362;52;2008
17363;53;2009
17364;55;2011
17365;51;2006
17366;80;2014
17367;52;2008
17368;53;2009
17369;53;2009
17370;52;2007
17371;56;2012
17372;84;2015
17373;53;2009
17374;54;2010
17375;54;2010
17376;49;2005
17377;47;2004
17378;53;2009
17379;76;2014
17380;55;2011
17381;53;2009
17382;68;2013
17383;56;2012
17384;52;2008
17385;53;2009
17386;55;2011
17387;53;2009
17388;88;2015
17389;52;2008
17390;56;2012
17391;55;2011
17392;51;2006
17393;54;2010
17394;54;2010
17395;72;2014
17396;56;2012
17397;53;2009
17398;52;2008
17399;53;2009
17400;50;2006
17401;56;2012
17402;50;2006
17403;53;2009
17404;53;2009
17405;52;2008
17406;54;2010
17407;51;2007
17408;51;2007
17409;56;2012
17410;52;2008
17411;71;2014
17412;64;2013
17413;53;2009
17414;50;2006
17415;53;2009
17416;54;2010
17417;44;2003
17418;51;2006
17419;54;2010
17420;53;2009
17421;56;2012
17422;41;2003
17423;53;2009
17424;43;2003
17425;52;2008
17426;55;2011
17427;56;2012
17428;74;2014
17429;56;2012
17430;54;2010
17431;51;2007
17432;52;2008
17433;49;2005
17434;71;2014
17435;55;2011
17436;56;2012
17437;80;2014
17438;42;2003
17439;55;2011
17440;56;2012
17441;46;2004
17442;55;2011
17443;52;2008
17444;55;2011
17445;52;2008
17446;55;2011
17447;51;2006
17448;56;2012
17449;53;2008
17450;48;2005
17451;54;2010
17452;47;2004
17453;45;2004
17454;70;2014
17455;55;2011
17456;49;2005
17457;56;2012
17458;71;2014
17459;53;2009
17460;51;2007
17461;53;2009
17462;56;2012
17463;56;2012
17464;51;2006
17465;57;2013
17466;54;2010
17467;73;2014
17468;80;2014
17469;55;2011
17470;71;2014
17471;68;2013
17472;52;2008
17473;55;2011
17474;56;2012
17475;50;2006
17476;59;2013
17477;51;2006
17478;90;2015
17479;56;2012
17480;53;2009
17481;52;2008
17482;53;2009
17483;70;2014
17484;45;2004
17485;53;2009
17486;53;2009
17487;55;2011
17488;70;2014
17489;55;2011
17490;89;2015
17491;46;2004
17492;83;2015
17493;55;2011
17494;53;2009
17495;53;2009
17496;55;2011
17497;52;2008
17498;68;2013
17499;54;2010
17500;69;2014
17501;53;2009
17502;54;2010
17503;56;2012
17504;54;2010
17505;46;2004
17506;57;2013
17507;50;2006
17508;56;2012
17509;51;2007
17510;71;2014
17511;62;2013
17512;56;2012
17513;56;2012
17514;53;2009
17515;53;2009
17516;71;2014
17517;50;2006
17518;82;2015
17519;52;2007
17520;41;2002
17521;64;2013
17522;76;2014
17523;77;2014
17524;53;2009
17525;49;2005
17526;43;2003
17527;71;2014
17528;55;2011
17529;51;2007
17530;50;2006
17531;56;2012
17532;50;2006
17533;51;2007
17534;51;2007
17535;51;2007
17536;54;2010
17537;56;2012
17538;54;2010
17539;51;2007
17540;53;2008
17541;43;2003
17542;54;2010
17543;48;2005
17544;51;2007
17545;51;2007
17546;52;2008
17547;56;2012
17548;54;2010
17549;52;2008
17550;48;2005
17551;73;2014
17552;51;2007
17553;51;2007
17554;71;2014
17555;53;2009
17556;56;2012
17557;57;2013
17558;52;2008
17559;54;2010
17560;54;2010
17561;58;2013
17562;55;2011
17563;79;2014
17564;54;2010
17565;54;2010
17566;51;2006
17567;50;2006
17568;55;2011
17569;53;2009
17570;71;2014
17571;45;2004
17572;56;2012
17573;49;2005
17574;58;2013
17575;53;2009
17576;54;2010
17577;50;2006
17578;48;2005
17579;54;2010
17580;51;2007
17581;53;2009
17582;51;2006
17583;50;2006
17584;52;2008
17585;71;2014
17586;45;2004
17587;51;2007
17588;47;2004
17589;52;2007
17590;54;2010
17591;55;2011
17592;60;2013
17593;52;2007
17594;56;2012
17595;53;2009
17596;53;2009
17597;50;2006
17598;51;2007
17599;43;2003
17600;53;2009
17601;49;2005
17602;46;2004
17603;50;2006
17604;50;2006
17605;51;2007
17606;87;2015
17607;51;2006
17608;53;2009
17609;56;2012
17610;71;2014
17611;52;2008
17612;68;2013
17613;52;2008
17614;77;2014
17615;54;2010
17616;54;2010
17617;48;2005
17618;56;2012
17619;54;2010
17620;48;2005
17621;52;2007
17622;46;2004
17623;54;2010
17624;54;2010
17625;63;2013
17626;58;2013
17627;61;2013
17628;56;2012
17629;52;2007
17630;68;2013
17631;51;2007
17632;70;2014
17633;45;2004
17634;51;2006
17635;42;2003
17636;54;2010
17637;52;2007
17638;52;2008
17639;51;2007
17640;52;2008
17641;57;2013
17642;50;2006
17643;70;2014
17644;53;2009
17645;55;2011
17646;56;2012
17647;54;2010
17648;50;2006
17649;51;2007
17650;53;2009
17651;52;2008
17652;47;2004
17653;51;2006
17654;61;2013
17655;56;2012
17656;42;2003
17657;67;2013
17658;53;2008
17659;79;2014
17660;51;2007
17661;50;2006
17662;52;2007
17663;49;2005
17664;71;2014
17665;55;2011
17666;53;2009
17667;56;2012
17668;63;2013
17669;50;2006
17670;50;2006
17671;52;2008
17672;51;2007
17673;52;2007
17674;51;2007
17675;54;2010
17676;69;2014
17677;53;2009
17678;43;2003
17679;43;2003
17680;56;2012
17681;51;2007
17682;54;2010
17683;45;2004
17684;57;2013
17685;50;2006
17686;71;2014
17687;52;2008
17688;52;2008
17689;52;2008
17690;53;2009
17691;50;2006
17692;56;2012
17693;55;2011
17694;54;2010
17695;53;2008
17696;73;2014
17697;53;2008
17698;54;2010
17699;54;2010
17700;56;2012
17701;55;2011
17702;41;2003
17703;53;2009
17704;56;2012
17705;78;2014
17706;56;2012
17707;52;2008
17708;71;2014
17709;51;2007
17710;54;2010
17711;81;2015
17712;51;2007
17713;52;2008
17714;46;2004
17715;53;2009
17716;47;2004
17717;57;2013
17718;56;2012
17719;56;2012
17720;49;2005
17721;51;2006
17722;90;2015
17723;52;2008
17724;54;2010
17725;54;2010
17726;49;2005
17727;51;2007
17728;52;2007
17729;56;2012
17730;62;2013
17731;72;2014
17732;55;2011
17733;85;2015
17734;51;2007
17735;45;2004
17736;55;2011
17737;55;2011
17738;53;2009
17739;83;2015
17740;53;2009
17741;55;2011
17742;54;2010
17743;53;2009
17744;55;2011
17745;51;2007
17746;53;2009
17747;54;2010
17748;53;2009
17749;48;2005
17750;60;2013
17751;53;2009
17752;82;2015
17753;50;2006
17754;41;2002
17755;68;2013
17756;46;2004
17757;56;2012
17758;81;2015
17759;52;2008
17760;51;2007
17761;55;2011
17762;44;2004
17763;53;2009
17764;67;2013
17765;52;2007
17766;74;2014
17767;77;2014
17768;53;2009
17769;55;2011
17770;54;2010
17771;55;2011
17772;41;2003
17773;53;2009
17774;51;2007
17775;74;2014
17776;70;2014
17777;53;2008
17778;43;2003
17779;49;2005
17780;53;2009
17781;53;2009
17782;54;2010
17783;52;2008
17784;53;2009
17785;50;2006
17786;52;2008
17787;72;2014
17788;52;2008
17789;49;2005
17790;58;2013
17791;76;2014
17792;89;2015
17793;43;2003
17794;47;2004
17795;55;2011
17796;76;2014
17797;51;2007
17798;71;2014
17799;46;2004
17800;50;2006
17801;56;2012
17802;73;2014
17803;54;2010
17804;50;2006
17805;55;2011
17806;56;2012
17807;51;2006
17808;50;2006
17809;89;2015
17810;53;2008
17811;57;2013
17812;67;2013
17813;53;2009
17814;57;2013
17815;56;2012
17816;51;2006
17817;53;2009
17818;50;2006
17819;54;2010
17820;50;2006
17821;56;2012
17822;53;2009
17823;52;2008
17824;54;2010
17825;52;2008
17826;71;2014
17827;41;2003
17828;55;2011
17829;71;2014
17830;55;2011
17831;51;2007
17832;71;2014
17833;54;2010
17834;84;2015
17835;55;2011
17836;52;2008
17837;48;2005
17838;52;2008
17839;45;2004
17840;51;2007
17841;54;2010
17842;51;2007
17843;46;2004
17844;51;2007
17845;54;2010
17846;84;2015
17847;52;2008
17848;50;2006
17849;63;2013
17850;51;2007
17851;52;2007
17852;55;2011
17853;47;2004
17854;53;2009
17855;53;2009
17856;52;2008
17857;51;2006
17858;74;2014
17859;51;2007
17860;54;2010
17861;53;2009
17862;52;2008
17863;48;2005
17864;54;2010
17865;45;2004
17866;45;2004
17867;46;2004
17868;78;2014
17869;56;2012
17870;47;2004
17871;52;2007
17872;53;2009
17873;51;2006
17874;51;2006
17875;51;2007
17876;70;2014
17877;70;2014
17878;53;2009
17879;53;2009
17880;52;2008
17881;51;2007
17882;77;2014
17883;49;2005
17884;50;2006
17885;53;2009
17886;56;2012
17887;52;2008
17888;71;2014
17889;55;2011
17890;56;2012
17891;75;2014
17892;53;2009
17893;58;2013
17894;71;2014
17895;87;2015
17896;54;2010
17897;54;2010
17898;49;2005
17899;50;2006
17900;51;2007
17901;42;2003
17902;55;2011
17903;53;2009
17904;47;2004
17905;54;2010
17906;77;2014
17907;61;2013
17908;53;2009
17909;54;2010
17910;51;2006
17911;57;2013
17912;45;2004
17913;53;2009
17914;54;2010
17915;53;2009
17916;55;2011
17917;50;2006
17918;55;2011
17919;74;2014
17920;68;2013
17921;56;2012
17922;50;2006
17923;52;2007
17924;55;2011
17925;66;2013
17926;52;2008
17927;52;2007
17928;45;2004
17929;72;2014
17930;52;2008
17931;49;2005
17932;50;2006
17933;51;2007
17934;51;2006
17935;56;2012
17936;52;2007
17937;49;2005
17938;64;2013
17939;56;2012
17940;53;2009
17941;53;2008
17942;42;2003
17943;56;2012
17944;44;2003
17945;53;2008
17946;52;2007
17947;54;2010
17948;78;2014
17949;51;2007
17950;51;2007
17951;53;2009
17952;51;2006
17953;82;2015
17954;50;2006
17955;56;2012
17956;52;2008
17957;52;2008
17958;56;2012
17959;43;2003
17960;50;2006
17961;61;2013
17962;53;2009
17963;56;2012
17964;60;2013
17965;53;2009
17966;70;2014
17967;65;2013
17968;54;2010
17969;53;2009
17970;51;2006
17971;56;2012
17972;49;2005
17973;57;2013
17974;47;2004
17975;52;2008
17976;55;2011
17977;88;2015
17978;54;2010
17979;51;2007
17980;52;2008
17981;51;2006
17982;55;2011
17983;58;2013
17984;50;2006
17985;52;2008
17986;50;2006
17987;55;2011
17988;79;2014
17989;52;2008
17990;52;2008
17991;56;2012
17992;55;2011
17993;58;2013
17994;85;2015
17995;45;2004
