articleId;title;pages;volumeNumber
1;Approximation of frequency response for sampled-data control systems.;729-734;35
1;Barrier Lyapunov Functions for the control of output-constrained nonlinear systems.;918-927;45
1;An efficient order recursive algorithm with a lattice structure for estimating continuous-time AR process parameters.;305-317;33
1;Gain-scheduled output-feedback controllers depending solely on scheduling parameters via parameter-dependent Lyapunov functions.;2786-2790;47
1;Transition in an editorship.;1;45
1;An improved treatment of saturation nonlinearity with its application to control of systems subject to nested saturation.;306-315;47
1;Non-adaptive and adaptive control of manipulation robots: M. Vukobratovic, D. Stokic and N. Kircanski.;680-681;23
1;Decentralized event-triggered consensus with general linear dynamics.;2633-2640;50
1;Large-scale control systems: M. S. Mahmoud, M. F. Hassan and M. G. Darwish.;265-266;23
1;Canonical H state-space parametrization.;1049-1055;36
1;Stability of PID-controlled second-order time-delay feedback systems.;2718-2722;45
1;Stabilization of continuous-time hybrid stochastic differential equations by discrete-time feedback control.;3677-3681;49
1;Practical output regulation for bounded linear infinite-dimensional state space systems.;786-794;43
1;Batch scheme recursive parameter estimation of continuous-time systems using the modulating functions method.;1185-1191;33
1;Guaranteed state estimation by zonotopes.;1035-1043;41
1;Linear-quadratic switching control with switching cost.;1138-1143;48
1;Control Curve Design for Nonlinear (or Fuzzy) Proportional Actions Using Spline-based Functions.;1125-1133;34
1;Control: A perspective.;3-43;50
1;Knowledge representation approaches in sensor fusion.;207-214;25
1;A connection between formation infeasibility and velocity alignment in kinematic multi-agent systems.;2648-2654;44
1;A robust deconvolution scheme for fault detection and isolation of uncertain linear systems: an LMI approach.;1463-1472;41
1;Optimal induced-norm and set membership state smoothing and filtering for linear systems with bounded disturbances.;767-776;35
1;A survey of computational complexity results in systems and control.;1249-1274;36
1;Feedback linearization using neural networks.;1659-1664;31
1;Frequency weighted controller reduction methods and loop transfer recovery.;487-497;26
1;A feedback-based L;205-210;48
1;Efficient eigenvalue assignments for general linear MIMO systems.;1605-1617;31
1;Optimal filtering for networked systems with Markovian communication delays.;3097-3104;49
1;Robust adaptive control of uncertain discrete-time systems.;321-329;35
1;"Optimal control of singularly perturbed linear systems and applications: Zoran Gajic and Myo-Taeg Lim; Marcel Dekker, New York, 2001, ISBN: 0-8247-8976-8.";369-372;39
1;"Erratum to ""Liveness of an extended S";1003-1004;48
1;Robust residual generation for diagnosis including a reference model for residual behavior.;437-445;42
1;Componentwise stability of continuous-time delay linear systems.;651-653;32
1;A design scheme of variable structure adaptive control for uncertain dynamic systems.;561-567;32
1;Risk-sensitive filtering, prediction and smoothing for discrete-time singular systems.;57-66;39
1;Discrete-time drift counteraction stochastic optimal control: Theory and application-motivated examples.;177-184;44
1;A refined input delay approach to sampled-data control.;421-427;46
1;Stochastically exponential stability and stabilization of uncertain linear hyperbolic PDE systems with Markov jumping parameters.;569-576;48
1;Stability analysis of quasi-polynomial dynamical systems with applications to biological network models.;2945-2950;48
1;Multivariable quantitative feedback design for tracking error specifications.;131-138;38
1;Design of controllers for MG3 compressor models with general characteristics using graph backstepping.;1343-1368;35
1;Subspace system identification for training-based MIMO channel estimation.;1623-1632;41
1;Robust finite frequency H;1163-1170;48
1;A region-dependent gain condition for asymptotic stability.;309-316;52
1;Robust stability of reset control systems with uncertain output matrix.;1879-1884;48
1;Implementation of a knowledge-based PID auto-tuner.;1107-1113;29
1;Approximate maximum likelihood frequency estimation.;131-145;30
1;Global robust output regulation of lower triangular systems with unknown control direction.;1278-1284;44
1;Nonlinear field voltage control of a synchronous generator using feedback linearization.;1625-1630;30
1;Nonquadratic stochastic model predictive control: A tractable approach.;2352-2358;48
1;"Corrigendum to: ""Time-relevant stability of 2D systems"" [Automatica 47 (11) (2011) 2373-2382].";2737;48
1;On impulsive algebraic multiplicities of linear time-invariant singular systems under feedback.;1657-1662;41
1;Local linear dynamics assignment in IDA-PBC.;1037-1044;49
1;Steady-state performance evaluation of continuous mono-T-semiflow Petri nets.;605-616;41
1;Minimum-energy covariance controllers.;569-578;33
1;Command-induced vibration analysis using input shaping principles.;2392-2397;44
1;A hybrid control approach to action coordination for mobile robots.;125-130;38
1;"Erratum to: ""Pinning adaptive synchronization of a general complex dynamical network"" [Automatica 44 (2008) 996-1003].";598-599;45
1;State estimation with partially observed inputs: A unified Kalman filtering approach.;816-820;49
1;Clustering in diffusively coupled networks.;2395-2405;47
1;Minimizing trigonometric matrix polynomials over semi-algebraic sets.;266-271;52
1;Cycles of periodically time-variant Boolean networks.;175-179;51
1;Analysis and synthesis of networked control systems: Topological entropy, observability, robustness and optimal control.;51-62;42
1;Design of state estimators for uncertain linear systems using quadratic boundedness.;497-502;42
1;Pole placement by dynamic compensation for descriptor systems.;279-282;24
1;Markov Jump Linear Systems with switching transition rates: Mean square stability with dwell-time.;1081-1088;46
1;Modular approach to adaptive nonlinear stabilization.;625-629;32
1;Optimal Hankel-norm Identification of Dynamical Systems.;1235-1246;33
1;Reduction of constraints for controller synthesis based on safe Petri Nets.;1697-1706;44
1;A GES attitude observer with single vector observations.;388-395;48
1;Pseudo-predictor feedback stabilization of linear systems with time-varying input delays.;2861-2871;50
1;An overview of extremal properties for robust control of interval plants.;707-721;29
1;Modular model reduction for interconnected systems;251-261;26
1;Control of singularly perturbed systems with Markovian jump parameters: an H;1369-1378;35
1;Solution to a class of stochastic LQ problems with bounded control.;1439-1442;45
1;On functional equations for Kth best policies in Markov decision processes.;297-300;49
1;Nonlinear model-state feedback control for nonminimum-phase processes.;1295-1302;39
1;Stability analysis of switched systems using variational principles: An introduction.;2059-2077;42
1;Distributed nonlinear control of mobile autonomous multi-agents.;1075-1086;50
1;Existence of Optimal Feedback Production Plans in Stochastic Flowshops with Limited Buffers.;1899-1903;33
1;Identification and validation of turbogenerator models.;135-156;26
1;Accuracy analysis of a covariance matching approach for identifying errors-in-variables systems.;272-282;47
1;Parameter identification of Hammerstein systems containing backlash operators with arbitrary-shape parametric borders.;1827-1833;47
1;Exponential stability of linear distributed parameter systems with time-varying delays.;194-201;45
1;Optimal filtering of doubly stochastic auto-regressive processes.;241-250;35
1;Robust ;1161-1167;35
1;Noise tolerant iterative learning control for a class of continuous-time systems.;1766-1771;43
1;Extended H;735-741;36
1;Spatial prediction with mobile sensor networks using Gaussian processes with built-in Gaussian Markov random fields.;1735-1740;48
1;From time series to linear system - Part II. Exact modelling.;675-694;22
1;An energy-balancing perspective of interconnection and damping assignment control of nonlinear systems.;1643-1646;40
1;Optimal estimation for the satellite attitude using star tracker measurements.;477-482;22
1;Safety systems reliability : A. E. Green.;500;22
1;An explicit control energy function for optimal suppression in linear systems.;153-160;36
1;Structure-preserving model reduction of nonlinear building thermal models.;1188-1195;50
1;Impulse observability and impulse controllability of linear time-varying singular systems.;1867-1872;37
1;Adaptive robust stabilization of continuous casting.;225-232;48
1;Harmonic analysis of pulse-width modulated systems.;851-862;45
1;Kalman filtering over a packet-delaying network: A probabilistic approach.;2134-2140;45
1;Feasibility and stability of constrained finite receding horizon control.;965-971;36
1;A hierarchical multiple model adaptive control of discrete-time stochastic systems for sensor and actuator uncertainties.;875-886;26
1;Tracking control of flexible robot arms with a nonlinear observer.;1329-1337;36
1;Quadratic stabilizability of uncertain systems : A two level optimization setup.;161-165;27
1;Differential constraints for bounded recursive identification with multivariate splines.;2059-2066;47
1;Closed-loop identification revisited.;1215-1241;35
1;On the approximation of delay elements by feedback.;659-664;36
1;Robust control of polytopic systems by convex optimization.;1395-1402;43
1;Ellipsoidal bounds for uncertain linear equations and dynamical systems.;773-787;40
1;Adaptive sliding mode control for stochastic Markovian jumping systems with actuator degradation.;1748-1754;49
1;Convex modifications to an iterative learning control law.;1213-1220;40
1;"Modeling and control of robot manipulators: L. Sciavicco and B. Siciliano; Springer, Berlin, 2000, ISBN: 1-85233-221-2.";1261-1263;38
1;A pneumatic model-following control system using a fuzzy adaptive controller.;1101-1105;29
1;An effective method to interval observer design for time-varying systems.;2677-2684;50
1;Linear quadratic control revisited.;83-89;36
1;Computational adaptive optimal control for continuous-time linear systems with completely unknown dynamics.;2699-2704;48
1;All doubly coprime factorizations of a general rational matrix.;1960-1964;45
1;A unified approach to data association in multitarget tracking.;1469-1472;30
1;Methods for obtaining robust tracking control laws.;675-677;23
1;Robust stability of time-varying polytopic systems via parameter-dependent homogeneous Lyapunov functions.;309-316;43
1;Power-shaping control of reaction systems: The CSTR case.;1877-1883;46
1;A new method for synthesizing multiple-period adaptive-repetitive controllers and its application to the control of hard disk drives.;1186-1195;46
1;"Adaptive control: I.D. Landau, R. Lozano, and M. M'Saad; Springer, London, 1998, ISBN 3-540-76187-X.";1093-1094;38
1;Unbiased parameter estimation of linear systems with colored noises.;969-973;33
1;A nonlinear observer for on-line estimation of the cerebrospinal fluid outflow resistance.;1426-1430;44
1;Distributed event-triggered control of multi-agent systems with combinational measurements.;671-675;49
1;Constrained linear MPC with time-varying terminal cost using convex combinations.;831-837;41
1;A chebyshev polynomial method for optimal control with state constraints.;499-506;24
1;"Switched and impulsive systems: analysis, design and applications, Zhengguo Li, Yengchai Soh, Changyun Wen; Springer, Berlin. Heidelberg, 2005, ISBN: 3-540-23952-9.";1617-1619;42
1;Switching LPV control designs using multiple parameter-dependent Lyapunov functions.;1973-1980;40
1;Quantification of interaction in multiloop control systems using directed spectral decomposition.;1174-1183;49
1;A modified hidden Markov model.;3509-3519;49
1;Input delay margin for consensusability of multi-agent systems.;1816-1820;49
1;Analytical expression of explicit MPC solution via lattice piecewise-affine function.;910-917;45
1;A parameter space approach to constrained variance PID controller design.;830-835;45
1;On the stability of nonautonomous systems.;167-171;39
1;H;1526-1530;50
1;Convergence analysis of instrumental variable recursive subspace identification algorithms.;1377-1386;43
1;Controller synthesis for a class of interval plants.;341-343;31
1;Guaranteed cost control for multi-inventory systems with uncertain demand.;213-223;40
1;"Structure and synthesis of PID controllers: Aniruddha Datta, Ming-Tzu Ho and Shankar P. Bhattacharyya; Springer, London, 2000, ISBN 1-85233-614-5.";758-759;39
1;Fault diagnosis of a class of nonlinear uncertain systems with Lipschitz nonlinearities using adaptive estimation.;290-299;46
1;Limiting performance of optimal linear discrete filters.;1221-1226;39
1;Time-delay systems: Stability and performance criteria with applications : By J. E. Marshall, H. Górecki, K. Walton and A. Korytowski. Ellis Horwood, Chichester (1992).;793-795;31
1;Output feedback control of discrete linear repetitive processes.;2167-2173;40
1;Stabilization for state/input delay systems via static and integral output feedback.;2000-2007;46
1;Basis functions and parameter optimisation in high-order iterative learning control.;287-294;42
1;H;2091-2098;40
1;Das kriterium der symmetrie-minimalstabilität mehrfachgeregelter systeme.;21-29;1
1;A backstepping approach to the output regulation of boundary controlled parabolic PDEs.;56-64;57
1;Cognitive systems engineering : By J. Rasmussen, A. M. Pejtersen and L. P. Goodstein. John Wiley and Sons (1994). ISBN 0-471-01-198-3.;478-479;33
1;Stochastic MPC with inequality stability constraints.;2169-2174;42
1;Time-scaling symmetry and Zeno solutions.;1237-1242;45
1;Stability analysis and control design of LTI discrete-time systems by the direct use of time series data.;1265-1271;45
1;On multiple model control for multiple contact systems.;451-458;44
1;A new approach to robust guaranteed cost control for uncertain multimodeling systems.;1055-1062;41
1;Predictive switching supervisory control of persistently disturbed input-saturated plants.;55-67;41
1;A fast nonlinear control method for linear systems with input saturation.;857-860;47
1;Asymptotic stability of sampled-data piecewise affine slab systems.;2874-2881;48
1;Parsimonious event-triggered distributed control: A Zeno free approach.;2116-2124;49
1;Further results on adaptive iterative learning control of robot manipulators.;830-837;44
1;An intrinsic PID controller for mechanical systems on Lie groups.;189-200;54
1;Adaptive NN control for a class of strict-feedback discrete-time nonlinear systems.;807-819;39
1;Multivariable adaptive control: A survey.;2737-2764;50
1;Two-stage energy-optimal formation reconfiguration strategy.;2587-2591;48
1;Robust stabilization of uncertain descriptor fractional-order systems.;1907-1913;49
1;Estimation and tracking of complex-valued quasi-periodically varying systems.;1503-1516;41
1;A numerically robust state-space approach to stable-predictive control strategies.;65-73;34
1;Passivity approach to fuzzy control systems.;339-344;34
1;Output regulation of nonlinear systems by sliding mode.;535-542;37
1;Analysis of undercompensation and overcompensation of friction in 1DOF mechanical systems.;1387-1394;43
1;On efficient sensor scheduling for linear dynamical systems.;2482-2493;48
1;Tube-based robust sampled-data MPC for linear continuous-time systems.;1473-1476;48
1;Improvement on observer-based H;1651-1656;41
1;Cellphone geolocation via magnetic mapping.;70-79;51
1;Dissipativity of nonlinear multirate sampled-data systems under emulation design.;308-312;49
1;Practical synchronization with diffusive couplings.;235-243;53
1;H;1722-1728;48
1;"Neural networks for modeling and control of dynamic systems: a practitioner's handbook: M. Nørgaard, O. Ravn, N.K. Poulsen, and L.K. Hansen; Springer, London, 2000, 246pp., paperback, ISBN 1-85233-227-1.";1625-1626;38
1;Analysis of contract net in multi-agent systems.;733-740;42
1;Nonlinear multivariable adaptive control using multiple models and neural networks.;1101-1110;43
1;A stochastically averaged optimal control strategy for quasi-Hamiltonian systems with actuator saturation.;1577-1582;42
1;Uncertainty in the weighted gap metric: A geometric approach.;1079-1100;29
1;Nonlinear control design for slightly non-minimum phase systems: Application to V/STOL aircraft.;665-679;28
1;Navigation function-based visual servo control.;1165-1177;43
1;Adaptive neural control of MIMO nonlinear state time-varying delay systems with unknown dead-zones and gain signs.;1021-1033;43
1;Mean square average-consensus under measurement noises and fixed topologies: Necessary and sufficient conditions.;1929-1936;45
1;Scheduling turbofan engine control set points by semi-infinite optimization;413-420;25
1;An exact iterative search algorithm for constrained Markov decision processes.;1531-1534;50
1;Nonlinear oscillations in feedback systems: V. Biró.;682-683;23
1;Singular perturbation analysis of linear systems with scalar quantized control.;755-764;24
1;LMI relaxations for robust stability of linear systems with saturating controls.;1599-1604;35
1;Lyapunov exponential stability of 1-D linear hyperbolic systems of balance laws.;109-114;48
1;Drag-law effects in the goddard problem.;481-490;27
1;MMSE deconvolution via polynomial methods and its dual LQG regulation.;1197-1201;30
1;Autotuning for model-based predictive control.;691-697;26
1;Variable structure control with sliding sector.;211-228;36
1;A new critical theorem for adaptive nonlinear stabilization.;999-1007;46
1;Automatica prize paper awards.;798;25
1;Dynamics of a multigroup SIR epidemic model with stochastic perturbation.;121-131;48
1;The analysis of optimization based controllers.;933-938;37
1;Rejection of harmonic disturbances at the controller input via hybrid adaptive external models.;1977-1985;42
1;Hamilton-Jacobi-Bellman formalism for optimal climate control of greenhouse crop.;1227-1231;45
1;Design and analysis of robust residual generators for systems under feedback control.;251-264;41
1;Explicit/multi-parametric model predictive control (MPC) of linear discrete-time systems by dynamic and multi-parametric programming.;1638-1645;47
1;Discrete adaptive sliding-mode control of a class of stochastic systems.;1491-1498;35
1;Identification of finite dimensional models of infinite dimensional dynamical systems.;1851-1865;38
1;Fundamental limitations in control over a communication channel.;3147-3151;44
1;On delay-derivative-dependent stability of systems with fast-varying delays.;1649-1655;43
1;Construction of Lyapunov-Krasovskii functionals for switched nonlinear systems with input delay.;1249-1253;50
1;Interval-excitation through impulse sequences. A technical lemma.;457-465;38
1;On the control of max-plus linear system subject to state restriction.;988-992;47
1;Management and decision sciences, challenge and opportunities for control and optimization applications.;149-150;34
1;Stochastic optimal control of unknown linear networked control system in the presence of random delays and packet losses.;1017-1030;48
1;"Corrigendum to: ""Design and analysis of robust residual generators for systems under feedback control"" [Automatica 41 (2005) 251-264].";2999;44
1;Realization of stochastic systems with exogenous inputs and subspace identification methods.;1635-1652;35
1;Passivity and robust PI control of the air supply system of a PEM fuel cell model.;2554-2561;47
1;New overlapping coordination methodologies for large-scale optimization problems.;1011-1024;27
1;An LFT approach to parameter estimation.;3087-3092;44
1;Sliding mode control for time-varying delayed systems based on a reduced-order observer.;1354-1362;46
1;Global stabilization of exothermic chemical reactors under input constraints.;1437-1448;33
1;Fenchel duality and smoothness of solution of the optimal routing problem.;95-99;22
1;Sparse estimation from noisy observations of an overdetermined linear system.;2845-2851;50
1;H;1268-1277;44
1;Multivariable control for industrial application: John O'Reilly (editor).;956-957;25
1;A graph theoretical approach to input design for identification of nonlinear dynamical models.;233-242;51
1;Adaptive tracking control for a class of uncertain switched nonlinear systems.;185-191;52
1;Finite gain stabilization of discrete-time linear systems subject to actuator saturation.;269-277;36
1;Pole assignment for linear time-invariant systems by periodic memoryless output feedback.;1159-1168;28
1;Finite-gain ;2384-2396;49
1;Realisation and estimation of piecewise-linear output-error models.;545-551;41
1;Valuation of electricity swing options by multistage stochastic programming.;889-899;45
1;Stochastic controllability of linear systems with Markovian jumps.;783-785;23
1;Distributed robust consensus control of multi-agent systems with heterogeneous matching uncertainties.;883-889;50
1;Convergent algorithm for L;75-79;35
1;Optimal control of drug administration in cancer chemotherapy : By R. Martin and K. L. Teo. World Scientific (1994). ISBN 9810214286.;1066-1067;31
1;Robust global trajectory tracking for a class of underactuated vehicles.;90-98;58
1;L;965-972;45
1;Guaranteeing prescribed performance and contact maintenance via an approximation free robot force/position controller.;360-365;48
1;Aggregation and multi-level control in discrete event dynamic systems.;565-577;28
1;A time-varying extremum-seeking control approach.;356-363;51
1;Regulator problem for linear systems with constraints on control and its increment or rate.;1387-1395;40
1;Kalman filters in non-uniformly sampled multirate systems: For FDI and beyond.;199-208;44
1;Convergence rate determination for gradient-based adaptive estimators.;185-191;22
1;A new approach to finite-time adaptive stabilization of high-order uncertain nonlinear system.;60-66;58
1;Kernel-based local order estimation of nonlinear nonparametric systems.;243-254;51
1;System identification in the presence of outliers and random noises: A compressed sensing approach.;2905-2911;50
1;Decentralized adaptive stabilization of interconnected nonlinear systems with unknown non-symmetric dead-zone inputs.;436-443;45
1;Delay-range-dependent stability for systems with time-varying delay.;371-376;43
1;Isolation and handling of sensor faults in nonlinear systems.;1066-1074;50
1;Feedback control systems : 3rd ed., by John van de Vegte. Prentice-Hall, Englewood Cliffs, NJ (1994). ISBN 0-13-016379-1.;945-946;32
1;Model recovery anti-windup for continuous-time rate and magnitude saturated linear plants.;1502-1513;48
1;Adaptive state-feedback stabilization for a class of high-order nonlinear uncertain systems.;1772-1783;43
1;Fault Detection and Isolation in Nonlinear Dynamic Systems: A Combined Input-Output and Local Approach.;1359-1373;34
1;Exact finite approximations of average-cost countable Markov decision processes.;1480-1487;44
1;Partitioning algorithms for multi-agent systems based on finite-time proximity metrics.;176-182;55
1;Estimation and detection of unknown inputs using optimal FIR filter.;1481-1488;36
1;Approximation of delay systems by fourier-laguerre series.;569-572;27
1;Call for Papers for a Special Issue on Systems Biology.;1985;45
1;Double loop iterative strategies for hierarchical control of industrial processes.;743-751;25
1;Interconnection of port-Hamiltonian systems and composition of Dirac structures.;212-225;43
1;Hopf bifurcation and oscillations in a communication network with heterogeneous delays.;2358-2367;45
1;Nonlinear decentralized control of large-scale systems with strong interconnections.;2419-2423;50
1;Correlation-based tuning of decoupling multivariable controllers.;1481-1494;43
1;State feedback design for input-saturating quadratic systems.;1196-1202;46
1;A real-time control framework for smart power networks: Design methodology and stability.;43-50;58
1;"Erratum to ""Model-based detection of routing events in discrete flow networks"" [Automatica 41 (2005) 583-594].";1839;41
1;Adaptive sinusoidal disturbance cancellation for unknown LTI systems despite input delay.;131-138;58
1;Control of classical regime molecular objectives - Applications of tracking and variations on the theme.;1617-1633;33
1;A new stability criterion for fixed-point state-space digital filters using two's complement arithmetic.;1538-1541;47
1;High-gain feedback control of rotating stall in axial flow compressors.;995-1001;38
1;Perfect regulation of linear discrete-time systems: A low-gain-based design approach.;1085-1091;32
1;Industrial control electronics: Applications and design: J. Michael Jacob.;429;27
1;Necessary and sufficient conditions for global optimality for linear discrete time systems.;537-539;29
1;Robust Stability Conditions for SISO Model Predictive Control Algorithms.;1357-1361;33
1;Finite-time distributed consensus via binary control protocols.;1962-1968;47
1;Linear feedback stabilization of nonlinear systems with an uncontrollable critical mode.;999-1010;29
1;Optimizing the end-point state-weighting matrix in model-based predictive control.;1061-1068;38
1;Identifiability of the stochastic semi-blind deconvolution problem for a class of time-invariant linear systems.;647-654;43
1;Dynamic errors-in-variables systems with three variables.;611-616;23
1;Stability analysis of uncertain sampled-data systems with incremental delay using looped-functionals.;274-278;55
1;Nonlinear averaging analysis of the incremental pole placement adaptive controller;769-782;27
1;On the optimality of recursive unbiased state estimation with unknown inputs.;1381-1383;36
1;Distributed control systems - Their evaluation and design.;294-295;24
1;Easy recipes for cooperative smoothing.;716-720;46
1;Robust performance of cross-directional basis-weight control in paper machines.;1395-1410;29
1;"Comments on ""Performance evaluation of UKF-based nonlinear filtering"".";567-568;43
1;A convex approach to the characterization of the frequency response of ellipsoidal plants.;249-259;38
1;Adaptive Robust Control under Unknown Plant Orders.;723-730;34
1;An efficient sensor quantization algorithm for decentralized estimation fusion.;1053-1059;47
1;A control-theoretic study on iterative solutions to nonlinear equations for applications in embedded systems.;583-594;48
1;Descriptor Wiener state estimators.;1761-1766;36
1;Periodic compensation of a class of decentralized systems with fixed modes.;1563-1567;46
1;Synchronization of discrete-time multi-agent systems on graphs using Riccati design.;414-423;49
1;Formation control of VTOL Unmanned Aerial Vehicles with communication delays.;2383-2394;47
1;Variance-error quantification for identified poles and zeros.;2512-2525;45
1;Nonlinear adaptive control using neural networks and multiple models.;1245-1255;37
1;"Underwater robots: Motion and force control of vehicle manipulator systems, Gianluca Antonelli (Ed.); Springer, Berlin, Heidelberg, 2003, ISBN: 3-540-00054-2.";363-364;42
1;Closed-Loop Performance Monitoring in the Presence of System Changes and Disturbances.;1311-1326;34
1;A decoupled inversion-based iterative control approach to multi-axis precision positioning: 3D nanopositioning example.;167-176;48
1;Control under quantization, saturation and delay: An LMI approach.;2258-2264;45
1;H;819-829;37
1;Simultaneous LQ control of a set of LTI systems using constrained generalized sampled-data hold functions.;274-280;43
1;On Stability of Constrained Receding Horizon Control with Finite Terminal Weighting Matrix.;1607-1612;34
1;Switched nonlinear differential algebraic equations: Solution theory, Lyapunov functions, and stability.;954-963;48
1;Signal compression by subband coding.;1895-1908;35
1;Output-feedback stabilization of an unstable wave equation.;63-74;44
1;On least-degree unit interpolation in RH;1333-1335;32
1;Robust measurement selection.;519-527;27
1;Approximate I/O Feedback Linearization of Discrete-Time Non-Linear Systems via Virtual Input Direct Design.;715-722;34
1;Consistent approximation of a nonlinear optimal control problem with uncertain parameters.;2987-2997;50
1;LQG optimal control system design under plant perturbation and noise uncertainty : A state-space approach.;431-436;25
1;Predictive control of hybrid systems: Input-to-state stability results for sub-optimal solutions.;180-185;45
1;"The art of control engineering: K. Dutton, S. Thompson and B. Barraclough; Addison-Wesley, Longman, 1997, ISBN: 0-201-17545-2.";961-964;37
1;On generalized predictive control: Two alternative formulations.;753-755;25
1;Finite-time control of discrete-time linear systems: Analysis and design conditions.;919-924;46
1;Robust decentralized nonlinear controller design for multimachine power systems.;1725-1733;33
1;Simulation and modelling of continuous systems - A case study approach : D. Matko, R. Karba and B. Zupancic.;1808-1810;30
1;Boundary observers for linear and quasi-linear hyperbolic systems with application to flow control.;3180-3188;49
1;Sur l'existence des oscillations forcees dans les systemes asservis a relais.;107-116;2
1;Homogeneous networks of non-introspective agents under external disturbances - H;363-372;52
1;A repetitive controller for discrete-time passive systems.;1605-1610;42
1;Modern control systems: A manual of design methods : John A. Borrie.;804-805;23
1;Robust predictive control of systems with uncertain impulse response.;1475-1479;32
1;Adaptive mould level control for continuous steel slab casting.;851-864;29
1;Modified stochastic Luenberger observers.;1847-1854;36
1;In memoriam Raphael Sivan, 1935-2011.;2739;48
1;Repositioning control of a two-link flexible arm by learning.;579-590;33
1;Convergence speed in distributed consensus over dynamically switching random networks.;1455-1461;45
1;Two-dimensional loop shaping.;779-792;39
1;Terminal sliding mode observers for a class of nonlinear systems.;1401-1404;46
1;"A counterexample to ""Generalized eigenvalue-based stability tests for 2-D linear systems: Necessary and sufficient conditions"" by Fu, P., Chen, J., and S.I. Niculescu.";234-235;46
1;Signal shaper with a distributed delay: Spectral analysis and design.;3484-3489;49
1;Telstar antenna pointing system organization and performance.;117-123;2
1;Non-pathological sampling for generalized sampled-data hold functions.;315-319;31
1;Periodic and non-concurrent error detection and identification in one-hot encoded FSMs.;1665-1676;40
1;Energy-based control of a distributed solar collector field.;1191-1199;38
1;Nonlinear modelling and control of helicopters.;1583-1596;39
1;Block noninteracting control with (non)regular static state feedback: A complete solution.;883-886;27
1;Output tracking of continuous bioreactors through recirculation and by-pass.;1025-1032;42
1;New results on composite control of singularly perturbed uncertain linear systems.;387-400;29
1;Quadratic boundedness via dynamic output feedback for constrained nonlinear systems in Takagi-Sugeno's form.;2093-2098;45
1;Soft-constrained stochastic Nash games for weakly coupled large-scale systems.;1272-1279;45
1;Single-loop controller design via IMC principles.;2041-2048;37
1;Precision preview-based stable-inversion for nonlinear nonminimum-phase systems: The VTOL example.;117-127;43
1;Necessary and sufficient conditions for stability of a matrix polytope with normal vertex matrices.;887-888;27
1;Feasible control design for plants with discrete-time Markov jump parameters.;95-100;32
1;"Comments on ""Modified criterion for global asymptotic stability of fixed-point state-space digital filters using two's complement arithmetic"" [Automatica 46 (2010) 475-478].";1925-1927;46
1;Optimal control of crop spacing in a plant factory.;1665-1668;36
1;Model validation for robust control: an experimental process control application.;1637-1647;31
1;A multistage reduction technique for feedback stabilizing distributed time-lag systems.;311-326;23
1;Necessary and sufficient conditions for existence of J-spectral factorization for para-Hermitian rational matrix functions.;1935-1939;39
1;Optimal distributed linear averaging.;2713-2719;47
1;Decentralized sweep coverage algorithm for multi-agent systems with workload uncertainties.;2154-2159;49
1;Concise encyclopedia of environmental systems : Edited by P. C. Young. Pergamon Press, Oxford (1993) ISBN 0-08-036198-6.;290-292;32
1;A coordination theory for intelligent machines.;833-844;26
1;Identification of non-linear systems using empirical data and prior knowledge - an optimization approach.;337-356;32
1;Stochastic feedback and its relation to the entropy criterion.;618-620;47
1;Reduced-order H;923-926;36
1;Information delivery through broadcasting in satellite communication networks.;2013-2030;35
1;On state estimation and control in discrete-time systems of linear type.;841-843;24
1;Recursive identification for multivariate errors-in-variables systems.;1234-1242;43
1;An LMI approach to H;2060-2066;45
1;Metrics of performance for discrete-time descriptor jump linear systems.;999-1002;50
1;A note on the maximum solutions of riccati equations.;1059-1060;27
1;EMS control system design for a maglev vehicle - A critical system.;1345-1349;29
1;Reachability for partially observable discrete time stochastic hybrid systems.;1989-1998;50
1;Unscented Kalman filter with advanced adaptation of scaling parameter.;2657-2664;50
1;Sliding mode control of linear systems with mismatched uncertainties.;303-307;31
1;"Remarks on an affinity condition in ""a survey of extreme point results for robustness of control systems"".";915-916;30
1;Timing and liveness in continuous Petri nets.;283-290;47
1;Remarks on observability of implicit linear discrete-time systems.;421-423;26
1;Distributed dynamic programming for discrete-time stochastic control, and idempotent algorithms.;443-451;47
1;Self-learning control of finite Markov chains: A.S. Poznyak, K. Najim, E. Gómez-Ramírez, Marcel Dekker, New York, 2000, $150, pp 298, ISBN 0-8247-9249-X.;373-376;39
1;Foundations of game theory: Noncooperative games : By Nicolai N. Vorob'ev. Birkhäuser-Verlag, Basel (1994). ISBN 3-7643-2378-7. ISBN 0-8176-2378-7.;1341-1342;32
1;"Functional adaptive control - an intelligent systems approach: Simon G. Fabri and Visakan Kadirkamanathan; Springer-Verlag, London, 2001, ISBN 1-85233-438-X.";2029-2030;38
1;Control design with arbitrary information structure constraints.;2642-2647;44
1;Impulsively synchronizing chaotic systems with delay and applications to secure communication.;1491-1502;41
1;Fault coverage modeling in nonlinear dynamical systems.;1372-1379;48
1;"A comment on ""L";1923-1925;36
1;Switching controller design via convex polyhedral Lyapunov functions.;1439-1448;38
1;Parametric identification of complex modulus.;813-818;47
1;Non-parametric estimate of the system function of a time-varying system.;666-672;48
1;Fixed-structure H;553-559;45
1;Output feedback stabilization of Boolean control networks.;21-28;57
1;Doubly coprime factorizations related to any stabilizing controllers in state space.;1573-1577;35
